club_name,league_name
Hampton & Rich.,Other
Hannover 96,1 Bundesliga
Hap. Beit Shean,Other
Hapoel Acre,Other
Hapoel Haifa,Other
Hapoel Tel Aviv,Other
Harlingen,Other
Harrow Borough,Other
Hartlepool Utd.,Other
Haugesund,Norway
Hayes & Yeading,Other
Heart of Lions,Other
Heart of Midl.,Other
Hearts of Abuja,Other
Hearts of Oak,Other
Hednesford,Other
Hellas Verona,Serie A
Hellín,Other
Helmond Sport,Other
Helsingborg,Sweden
Heracles Almelo,Eredivisie
Herediano,Other
Hereford Utd.,Other
Herfölge BK,Other
Hermannstadt,Other
Hertha BSC,1 Bundesliga
Hibernian FC,Scotland
Hibernians FC,Other
Hilal,Other
Histon FC,Other
Holstein Kiel,Other
Home Farm,Other
Honvéd,Other
Honvéd FC,Hungary
Horizont,Other
Horoya AC,Other
Houston,Usa
Houten,Other
Hradec Králové,Other
Hrv Dragovoljac,Other
Huachipato FC,Chile
Hucknall Town FC,Other
Huddersfield Town,Premier League
Hudiksvall,Other
Hull City,Premier League
Huracán,Argentina
Hutchison Vale BC,Other
Hvidovre IF,Other
Häcken,Sweden
Hércules CF,Primera Division
Högaborg,Other
I. Smolensk,Other
I. Vladikavkaz,Other
IFK Göteborg,Sweden
IFK Hässleholm,Other
IJsselm.vogels,Other
INF Clairefontaine,Other
Iguaçu,Other
Ilhwa Chunma FC,Other
Imolese,Other
Imortal,Other
Imperia,Other
Imperial Acad.,Other
Indep. Medellín,Other
Indep. Santa Fe,Other
Independiente,Argentina
Indios,Mexico
Indjija,Other
Infesta,Other
Inkaras Kaunas,Other
Instituto AC,Other
Inter Allies,Other
Inter Baku,Other
Inter Bratislava,Other
Inter Zapresic,Other
Internacional,Brazil
Inverness Cal.,Other
Ipatinga FC,Other
Ipswich Town,Premier League
Iraklis,Greece
Iraty SC,Other
Irtysh,Other
Irtysh Omsk,Other
Ischia,Other
Isernia,Other
Ismaily,Other
Isola Liri,Other
Issia Wazi FC,Other
Istanbulspor,Other
Istra,Other
Istra 1961 U19,Croatia
Italchacao,Other
Itaúna,Other
Ittihad,Other
Ituano,Other
Ituano FC U20,Other
Iveria,Other
Ivoire Academie,Other
Iwuanyanwu Nat.,Other
JC Abidjan,Other
JEF Utd. Chiba,Other
JK Trans Narva,Other
JMalucelli,Other
JS Kabylie,Other
JS Suning,Other
Jaciara,Other
Jagiellonia,Polonia
Jagodina,Serbia
Jaguares,Mexico
Jahn Regensburg,Other
Jasper United,Other
Javor-Matis,Other
Jeanne d'Arc,Other
Jeju Utd.,Other
Jesolo,Other
Joinville-SC,Other
Jomo Cosmos,Other
Juan Aurich,Other
Juazeiro Empreendimentos Esportivos (CE),Other
Julius Berger,Other
Junior FC,Other
Jura Sud,Other
Juv. Évora,Other
Juve Stabia,Other
Juventud,Uruguay
Juventude,Brazil
Juventus FC,Serie A
Jönköping,Sweden
Júbilo Iwata,Other
K. Belorechensk,Other
K. Offenbach,Other
KA Akureyri,Other
KAA Gent,Belgium
KAS Eupen,Belgium
KB (FCK II),Other
KF Elbasani,Other
KF Skënderbeu,Other
KF Vllaznia,Other
KF Vushtrria,Other
KFC Uerdingen 05,1 Bundesliga
KFC Verbr. Geel,Other
KR Reykjavík,Other
KRC Genk,Belgium
KRC Harelbeke,Other
KS Samara,Other
KSC Lokeren,Other
KSK Beveren,Belgium
KSK Ronse,Other
KSV Oudenaarde,Other
KSV Roeselare,Belgium
KSV Waregem,Belgium
KV Kortrijk,Belgium
KV Mechelen,Belgium
KV Oostende,Belgium
KVC Westerlo,Belgium
KVK Tienen,Other
Kabuscorp SC,Other
Kadji Sports,Other
Kairat Almaty,Other
Kaizer Chiefs,Other
Kalmar FF,Sweden
KamAZ Naberezhnye Chelny,Premier Liga
Kamen Ingrad,Croatia
Kano Pillars,Other
Kansas,Usa
Kapaz PFK,Other
Kaposvár,Hungary
Karabükspor,Turkey
Kareda Kaunas,Other
Karelia,Other
Karlsruher SC,1 Bundesliga
Karpaty,Ukraine
Kashima Antlers,Other
Kashiwa Reysol,Other
Kasimpasa,Other
Kawasaki Front.,Other
Kawkab Marrakech,Other
Kayserispor,Turkey
Keflavík ÍF,Other
Kettering Town,Other
Khaitan SC,Other
Khimik,Other
Kickers Emden,Other
Kidderminster,Other
Kilikia Erewan,Other
Kilkenny City,Other
Kilmarnock FC,Scotland
King Faisal,Other
Kingstonian FC,Other
Kocaelispor,Turkey
Kolkheti Poti,Other
Kolos Krasnodar,Other
Konkuk Uni,Other
Konyaspor,Turkey
Korona Kielce,Polonia
Kotka TP,Other
Kozakken Boys,Other
Krasnodar 2,Other
Krasnodar-2000,Other
Krasnoznamensk,Other
Kremin,Other
Kristall,Other
Krylya Sovetov Samara,Premier Liga
Krystal Kherson,Other
Kryvbas,Ukraine
KuPS,Other
Kuban Krasnodar,Premier Liga
Kyoto Sanga,Other
Köge BK,Other
L'Aquila,Other
LA Salsa,Other
LASK,Austria
LB Châteauroux,Ligue 1
LD Alajuelense,Other
LDU Quito,Other
LKS Lodz,Other
LOSC Lille,Ligue 1
La Hoya Lorca,Other
La Roche Vendée,Other
La Serena,Chile
Labège FC,Other
Lada Togliatti,Premier Liga
Ladispoli,Other
Lagoa,Other
Lamego,Other
Lancaster City,Other
Landskrona,Sweden
Lantana,Other
Lanusei,Other
Lanús,Argentina
Larne FC,Other
Latina Calcio,Other
Lausanne-S. U19,Other
Lausanne-Sport,Switzerland
Le Mans FC,Other
Le Mans UC 72,Other
Le Mans Union Club 72,Ligue 1
Leamington,Other
Lecco,Other
Lecco Giovanili,Other
Lech Poznan,Other
Lechia Gdansk,Other
Leeds United,Premier League
Leek Town FC,Other
Legia Warszawa,Other
Legnano,Other
Leicester City,Premier League
Leixões SC,Liga Nos
Lelle SK,Other
Lemona,Other
Leningradets,Other
Leones FC,Other
Leonzio,Other
Lev. Maardu,Other
Levadia,Greece
Levante UD,Primera Division
Levski Sofia,Other
Leyton Orient,Other
Leça FC,Liga Nos
León,Mexico
Liaoning FC,Other
Lib.-St.-Seurin,Other
Libertad,Other
Liberty Prof.,Other
Lienden,Other
Liepaja,Other
Lierse SK,Belgium
Lillestrøm SK,Norway
Limerick FC,Other
Lincoln City,Other
Lincoln United,Other
Linense-SP,Other
Linfield,Other
Litex Lovetch,Other
Liverpool FC,Premier League
Livingston FC,Scotland
Llaneros EF,Other
Lobi Stars,Other
Lok. Plovdiv,Other
Lok. Sofia,Other
Loko Chita,Other
Loko Kaluga,Other
Loko Moscow,Other
Loko Tashkent,Other
Loko-Kazanka M.,Other
Lokomotiv 2,Other
Lokomotiv Moscow,Premier Liga
Lokomotiv NN,Other
Lokomotiv Nizhniy Novgorod,Premier Liga
Lokomotiv-96,Other
Lokomotivi,Other
Lommel SK,Belgium
Londrina-PR,Other
Longford Town,Other
Lorca Dep.,Other
Los Andes,Other
Los Angeles FC,Other
Losone,Other
Lotto-MKM Moskau,Other
Louh.-Cuiseaux,Other
Louletano,Other
Lourinhanense,Other
Lousanense,Other
Lucchese,Other
Luch Vladivostok,Premier Liga
Ludogorets,Other
Lumezzane,Other
Lupa Frascati,Other
Lupa Piacenza,Other
Luqueño,Other
Lus. Lourosa,Other
Lusitano,Other
Lusitano VRSA,Other
Lusitânia,Other
Luton Town,Premier League
Lyngby BK,Denmark
Lyngby FC,Other
M'gladbach II,Other
M. Lipetsk,Other
M. Petah Tikva,Other
M. Swallows,Other
M. Tel Aviv,Other
MAS Fes,Other
MB Freetown,Other
MC Oran,Other
MFK Košice,Other
MFK Mykolaiv,Other
MITOS,Other
MK Dons,Other
MPKZ Mozyr,Other
MSK Zilina,Other
MSP Szamotuly,Other
MSV Duisburg,1 Bundesliga
MTK Budapest,Hungary
MTK Hungária,Other
MTZ-Ripo Minsk,Other
MVV Maastricht,Eredivisie
MYPA,Other
Macaé,Brazil
Maccabi Ashdod,Other
Maccabi Haifa,Other
Maccabi Herzliya,Other
Maccabi Netanya,Other
Macclesfield,Other
Maceratese,Other
Machico,Other
Madureira Esporte Clube (RJ),Other
Madureira-RJ,Other
Mafra,Other
Maga,Other
Maia,Other
Maidenhead Utd.,Other
Makedonija,Other
Maldonado,Other
Malmö FF,Sweden
Malutron Esporte Clube (PR),Other
Mamoré-MG,Other
Manama Club,Other
Manchester City,Premier League
Manchester United,Premier League
Manfredonia,Other
Mangasport,Other
Manisaspor,Turkey
Mansfield Town,Other
Mantova,Other
Maputo,Other
Marathón,Other
Marco,Chile
Margate FC,Other
Marila Pribram,Other
Marinhense,Other
Mariupol,Ukraine
Martina,Other
Martina Franca,Other
Maryland Bays,Other
Marília,Other
Mashuk-KMV,Other
Massese,Other
Masvingo Utd.,Other
Matera,Other
Matlock,Other
Matsubara-PR,Other
Maxaquene,Other
Medjimurje,Other
Melbourne,Other
Melbourne City,Other
Melbourne Heart,Other
Melbourne Knights,Other
Melfi,Other
Mendrisio,Other
Merelinense,Other
Mersin IY,Other
Metalist,Ukraine
Metall-Kuzbass,Other
Metallurg D.,Other
Metallurg Kr.,Other
Metalurgi R.,Other
Metalurgs,Other
Metalurh D.,Other
Metalurh Z.,Other
MetroStars,Other
Michalovce,Other
Middlesbrough FC,Premier League
Miedz Legnica,Other
Milan AC,Serie A
Millwall FC,Premier League
Milton Keynes Dons,Premier League
Mineros,Other
Mirandela,Other
Mirassol-SP,Other
Mjällby,Sweden
Mladá Boleslav,Other
Modena FC,Serie A
Modrica Maxima,Other
Moghreb Tétouan,Other
Mogi Mirim,Brazil
Mogren Budva,Other
Molde,Norway
Monagas SC,Other
Monarcas Morelia,Mexico
Mondeville,Other
Monopoli,Other
Montalegre,Other
Monte Alegre Futebol Clube (SP),Other
Monte Azul-SP,Other
Montecatini,Other
Montemor,Other
Monterotondo,Other
Monterrey,Mexico
Montevarchi,Other
Montijo,Other
Montpellier HSC,Ligue 1
Montreal Impact,Other
Monza,Other
Moralo CP,Other
Mordovia Saransk,Premier Liga
Morecambe FC,Other
Moreirense FC,Liga Nos
Morrinhos-GO,Other
Morton,Scotland
Mortágua,Other
Mostransgaz,Other
Motherwell FC,Scotland
Moto Club MA,Other
Mouscron,Belgium
Msida SJ,Other
Mulhouse S-A,Other
Municipal,Other
Musgueira,Other
Muçulmana,Other
Málaga CF,Primera Division
NA Hussein Dey,Other
NAC Breda,Eredivisie
ND Gorica,Other
ND Mura 05 U19,Other
NEC Nijmegen,Eredivisie
NK Celje,Other
NK Domzale,Other
NK Interblock,Other
NK Istra,Other
NK Lokomotiva,Croatia
NK Maribor,Other
NK Marsonia,Other
NK Olimpija,Other
NK Osijek,Croatia
NK Pajde,Other
NK Rudes,Other
NK Solin,Other
NK Vinogradar,Other
NK Zadar,Croatia
NK Zagreb,Croatia
NSWIS,Other
NY Red Bulls,Other
NYCFC,Other
Naestved IF,Other
Nafpaktiakos,Other
Naftan,Other
Nagoya Grampus,Other
Napredak,Serbia
Nardò,Other
Narnese Calcio,Other
Naval 1º de Maio,Liga Nos
Necaxa,Mexico
Neerlandia/SLTO,Other
Neftchi,Other
Neftchi Baku,Other
Neftekhimik,Other
Neftyanik,Other
Neman Grodno,Other
Neptunus,Other
Neuchâtel Xamax,Other
Newcastle United,Premier League
Newell's,Argentina
Newport County,Other
Nieuwenhoorn,Other
Nike Academy,Other
Nissa FC,Other
Nistru Otaci,Other
Nizzamillefonti,Other
Njalla Quan SA,Other
Nocerina,Other
Nola,Other
Nordsjaelland,Other
Noroeste,Other
Norrköping,Sweden
Northampt. Town,Other
Northampton,Other
Norwich City,Premier League
Nosta,Other
Notodden,Other
Nottingham Forest,Premier League
Nottm Forest,Other
Notts County,Other
Novara Calcio 1908,Serie A
Novi Pazar,Serbia
Nueva Chicago,Argentina
Nuneaton,Other
Nuorese,Other
Nyva Ternopil,Other
Nyva Vinnytsia,Other
Nyíregyháza,Hungary
Náutico,Brazil
Níjar,Other
Nîmes Olympique,Ligue 1
O Elvas,Other
O'Higgins,Chile
O. Alexandria,Other
O. Khouribga,Other
O. Volgograd,Other
OFC Charleville,Other
OFI Crete,Greece
OFK Beograd,Serbia
OFK Grbalj U19,Other
OFK Kikinda,Other
OFK Pirin,Other
OG Rouen,Other
OGC Nice,Ligue 1
OH Leuven,Belgium
OJC Rosmalen,Other
Obolon Kyiv,Other
Ocean Kribi,Other
Ocean Nakhodka,Premier Liga
Odds BK,Norway
Odense BK,Denmark
Odivelas,Other
Odra Wodzislaw,Other
Okwawu United,Other
Ol. Avignon,Other
Ol. Grenoble,Other
Olbia,Other
Oldham Athletic,Premier League
Olimpia,Other
Olimpo,Argentina
Oliv. Hospital,Other
Olivais,Other
Oliveira Bairro,Other
Oliveirense,Other
Olymp K.,Other
Olymp. Lyon B,Other
Olympiacos,Greece
Olympique Alès,Other
Olympique Lyon,Ligue 1
Olympique Marseille,Ligue 1
Olímpic Xàtiva,Other
Omiya Ardija,Other
Omonia Nikosia,Other
Once Caldas,Other
Operário,Other
Orel,Other
Oriental,Other
Oriente P.,Other
Orlando City SC,Usa
Orlando Pirates,Other
Orlando Sundogs,Other
Osmanlispor,Other
Ossett Albion,Other
Ostiamare,Other
Otelul Galati,Other
Ovarense,Other
Own  Youth,Other
Oxford United,Other
PAOK Salonika,Other
PAS Giannina,Greece
PAX Hengelo,Other
PEC Zwolle,Eredivisie
PFC Vihren,Other
PFK Lviv,Other
PFK Tambov,Other
PSTC,Other
PSV Eindhoven,Eredivisie
PSV Rostock,Other
Padroense,Other
Paganese,Other
Pakhtakor,Other
Palamós CF,Other
Palazzolo,Other
Palmeiras,Brazil
Panachaiki,Greece
Panathinaikos,Greece
Pandurii,Romania
Paniliakos,Greece
Panionios,Greece
Panthrakikos,Greece
Panthère du Ndé,Other
Paradou AC,Other
Paraibano-PB,Other
Paranavaí,Other
Paraná,Brazil
Paredes,Other
Paris FC,Other
Paris Saint-Germain,Ligue 1
Parma Calcio 1913,Serie A
Parma FC,Serie A
Parra. Power,Other
Partick Thistle,Other
Partick Thistle FC U20,Scotland
Partizan,Serbia
Pas Teheran,Other
Pau FC,Other
Paulista FC,Other
Pavia,Other
Paysandu,Brazil
Paços Ferreira,Other
Pelister Bitola,Other
Penang,Other
Penapolense-SP,Other
Peniche,Other
Pereira,Other
Pergolettese,Other
Perlis FA,Other
Perpignan,Other
Persepolis,Other
Perth Glory,Other
Perth SC,Other
Pescadores,Other
Peterborough United,Premier League
Petro Luanda,Other
Petrojet,Other
Petrolul,Romania
Peñarol,Uruguay
Pfeddersheim,Other
Piacenza FC,Serie A
Piast Gliwice,Polonia
Pierantonio,Other
Pinhalnovense,Other
Piracicaba,Other
Pistoiese,Other
Planète Champ.,Other
Platanias,Greece
Platense,Argentina
Plymouth Argyle,Premier League
Pniewy,Other
Pobeda Prilep,Other
Poederlee,Other
Pogon Szczecin,Other
Pohang Steelers,Other
Pol. Warsaw,Other
Poli AEK,Other
Poli Ejido,Other
Poli. Timisoara,Other
Polonia Bytom,Polonia
Ponferradina,Other
Ponsacco,Other
Pontassolense,Other
Ponte Preta,Brazil
Pontedera,Other
Pontevedra,Other
Pordenone,Other
Port Vale,Other
Portadown,Other
Portimonense SC,Liga Nos
Portmore United,Other
Porto Torres,Other
Portosantense,Other
Portovyk Ilichivsk,Other
Portsmouth FC,Premier League
Portuguesa,Other
Portuguesa-SP,Brazil
Potenza,Other
Potenza SC,Other
Pr. Niederkorn,Other
Prato,Other
Presnya,Other
Preston NE,Other
Preston North End,Premier League
Preußen Münster,Other
Pro Patria,Other
Pro Sesto,Other
Pro Vercelli,Other
Prog. Bukarest,Other
Progresso,Other
Proleter,Serbia
Promien Opalenica,Other
Prykarpattia,Other
Pskov,Other
Pskov-2000,Other
Puchov,Other
Pune City,Other
Purmersteijn,Other
Pusan Daewoo,Other
Puskás AFC,Other
Puteolana,Other
Pyunik Erevan,Other
Pyunik Yerevan,Other
Pécsi MFC,Hungary
QPR,Other
Qarabag Agdam,Other
Qatar SC,Other
Quakes,Other
Quarteirense,Other
Queens Park Rangers,Premier League
Querétaro FC,Mexico
Quick '20,Other
Quick 1888,Other
Quick Boys,Other
Quilmes,Argentina
Quimper,Other
Quindío,Other
R. B. Linense,Other
R. Strasbourg,Other
R. Valladolid B,Other
RAEC Mons,Belgium
RB Leipzig,1 Bundesliga
RB Salzburg,Austria
RBC Roosendaal,Eredivisie
RC Abidjan,Other
RC Bafoussam,Other
RC France,Other
RC La Flèche,Other
RC Lens,Ligue 1
RC Lüttich,Other
RC Paris,Other
RC Strasbourg Alsace,Ligue 1
RC Warwick,Other
RCD Espanyol Barcelona,Primera Division
RCD Mallorca,Primera Division
RFC Seraing,Other
RKC Waalwijk,Eredivisie
RM Castilla,Other
RNK Split,Croatia
RSC Anderlecht,Belgium
RSC Charleroi,Other
RW Erfurt U19,Other
RW Essen,Other
RW Frankfurt,Other
RW Oberhausen,Other
RWD Molenbeek,Belgium
Rabotnicki,Other
Racing Club,Argentina
Racing Ferrol,Other
Racing Santander,Primera Division
Rad,Other
Rad Belgrade,Serbia
Rad Belgrade,Polonia
Radnicki K.,Serbia
Radnicki Nis,Other
Radnicki Obrenovac,Other
Radnicki Pirot,Other
Radnik,Other
Radnik Bijelj.,Other
Rafaela,Argentina
Rah Ahan,Other
Raith Rovers,Scotland
Raja Casablanca,Other
Rampla Jrs,Other
Randers FC,Denmark
Rangers Talca,Other
Rapallo Rivarol,Other
Rapid Bucharest,Other
Rapid Vienna,Austria
Ravenna,Other
Rayo Vallecano,Primera Division
Reading FC,Premier League
Real Betis Balompié,Primera Division
Real Jaén CF,Other
Real Madrid,Primera Division
Real Murcia CF,Primera Division
Real Oviedo,Primera Division
Real SC,Other
Real Sociedad,Primera Division
Real Tamale,Other
Real Unión,Other
Real Valladolid CF,Primera Division
Real Zaragoza,Primera Division
Rebordosa AC,Other
Recanatese,Other
Recr. Huelva,Other
Recre Granada,Other
Recreativo Huelva,Primera Division
Red Bull,Usa
Red Star,Serbia
Reggina Calcio,Serie A
Remo,Brazil
Renaissance FC,Other
Renate,Other
Rende,Other
Rennes B,Other
Renova,Other
Rentistas,Uruguay
Resende,Other
Revolution,Usa
Riccione,Other
Rieti,Other
Riga,Other
Rijnsburgse B.,Other
Rimini,Other
Rio Ave FC,Liga Nos
Rio Branco,Other
Rio Branco-SP,Other
Rio Claro FC,Other
Rio Maior,Other
Rio Preto EC,Other
River Plate,Argentina
RoPS,Other
Roasso Kumamoto,Other
Rochdale,Other
Roda JC Kerkrade,Eredivisie
Rodez AF,Other
Rondinella,Other
Rosenborg,Other
Rosenborg BK,Norway
Ross County,Scotland
Rostselmash Rostov,Premier Liga
Rot Weiss Ahlen,Other
Rot-Weiß Erfurt,Other
Rotherham United,Premier League
Rotor Volgograd,Premier Liga
Rouen,Other
Royal Antwerp,Belgium
Royal Cappellen,Other
Rubin Kazan,Premier Liga
Ruch Chorzow,Other
Rudar Velenje,Other
Rush. & Diamon.,Other
Rustavi,Other
Ruzomberok,Other
Rydaholms GoIF,Other
S-UGP Anapa,Other
S. Kostroma,Other
S.Stchelkovo,Other
SAS Epinal,Other
SBV Excelsior Rotterdam,Eredivisie
SC 04 Schwabach,Other
SC Accra,Other
SC Bastia,Ligue 1
SC Beira-Mar,Liga Nos
SC Bnei Jaffa,Other
SC Braga,Liga Nos
SC Cambuur-Leeuwarden,Eredivisie
SC Campomaiorense,Liga Nos
SC Enschede,Other
SC Espinho,Liga Nos
SC Farense,Liga Nos
SC Feyenoord,Other
SC Fortuna Köln,Other
SC Freiburg,1 Bundesliga
SC Heerenveen,Eredivisie
SC Leffe,Other
SC Norderstedt,Other
SC Olhanense,Liga Nos
SC Paderborn 07,1 Bundesliga
SC Salgueiros,Liga Nos
SC Toulon 83,Other
SC Toulon Var,Other
SC Union 06,Other
SC Verl,Other
SCO Angers,Ligue 1
SCP Ruzomberok,Other
SD Compostela,Primera Division
SD Eibar,Primera Division
SD Huesca,Primera Division
SD Luneng,Other
SE Gama,Other
SF Bay Blackhawks,Other
SF Bulls,Other
SFC Opava,Other
SG Bornim,Other
SG Dynamo Dresden,1 Bundesliga
SG Wattenscheid 09,1 Bundesliga
SH SIPG,Other
SH Shenhua,Other
SK Brann,Norway
SK Odessa,Other
SK Tavriya,Other
SKA Khabarovsk,Premier Liga
SKA Rostov,Other
SKA-Energia,Other
SL Benfica,Liga Nos
SM Caen,Ligue 1
SO Cholet,Other
SPAL,Serie A
SPAL 2013,Serie A
SS Lazio,Serie A
SS Milazzo,Other
SS Tivoli 1919,Other
SSC Napoli,Serie A
SSC Venezia,Other
SSV Reutlingen,Other
SSV Ulm 1846,1 Bundesliga
SShOR Zenit,Other
SV Darmstadt 98,1 Bundesliga
SV Kapfenberg,Other
SV Langenau,Other
SV Linx,Other
SV Lippstadt 08,Other
SV Lohhof,Other
SV Mattersburg,Austria
SV Meerssen,Other
SV Meppen,Other
SV Ried,Austria
SV Saar 05,Other
SV Sandhausen,Other
SV Straelen,Other
SV Traun,Other
SV Wehen,Other
SV Werder Bremen,1 Bundesliga
SVV,Other
SVVSMC,Other
SW Bregenz,Other
SW Essen,Other
SX Chanba,Other
Sabah,Other
Sable FC de Batie,Other
Saburtalo,Other
Sabé,Other
Sachsen Leipzig,Other
Sacramento Kn.,Other
Saffron Walden,Other
Sagan Tosu,Other
Saint Gilloise,Other
Saint-Quentin,Other
Salerno,Other
Salford,Other
Salt Lake,Usa
Salyut Belgorod,Other
Sambenedettese,Other
Sambonifacese,Other
Sammargheritese,Other
Samotlor-XXI,Other
Sampaio Corrêa,Brazil
Samsunspor,Turkey
San Donato,Other
San Felipe,Other
San Francisco,Other
San Francisco United Soccer Club,Usa
San Lorenzo,Other
San Luis,Mexico
San Luis,Chile
San Marino,Other
San Martín,Argentina
Sanat Naft,Other
Sandnes Ulf,Norway
Sandonà,Other
Sanf. Hiroshima,Other
Sangiovannese,Other
Sangiustese,Other
Sanjoanense,Other
Sanremese,Other
Sant'Angelo,Other
Sant'Omero,Other
Santa Cruz,Other
Santa Cruz-RS,Brazil
Santa Helena,Other
Santa Maria,Other
Santa Maria da Feira,Other
Santa Rita,Other
Santarcangelo,Other
Santo André,Other
Santos FC,Brazil
Santos Laguna,Mexico
Sapri Calcio,Other
Saprissa,Other
Saronno,Other
Sarpsborg 08,Norway
Sarreguemines,Other
Saturn Ramenskoe,Premier Liga
Savit,Other
Savoia,Other
Savona,Other
Scarborough,Other
Scarborough Athletic,Other
Scheveningen,Other
Schweinfurt 05,Other
Scunthorpe United,Premier League
Scunthorpe Utd.,Other
Seba United,Other
Selargius,Other
Seongnam Ilhwa,Other
Seregno,Other
Sertãozinho,Other
Servette FC,Switzerland
Sestao River,Other
Sestao Sport,Other
Settempeda,Other
Sevilla Atl.,Other
Sevilla FC,Primera Division
Sh Khodrou,Other
Shabab,Other
Shakhtar 3,Other
Shakhtar D.,Other
Shakhter K.,Other
Shamrock Rovers,Other
Sharjah FC,Other
Sharks FC,Other
Sheff Utd,Other
Sheff Wed,Other
Sheffield United,Premier League
Sheffield Utd.,Other
Sheffield Wednesday,Premier League
Shelbourne,Other
Sheriff,Other
Shimizu S-Pulse,Other
Shinnik Yaroslavl,Premier Liga
Shirak Gyumri,Other
Shkendija,Other
Shooting Stars,Other
Shrewsbury,Other
Siarka T.,Other
Sibir Novosibirsk,Premier Liga
Sichuan FC,Other
Sigma Olomouc,Other
Siirt Jetpa,Other
Sileks,Other
Silkeborg IF,Denmark
Silver Strikers,Other
Sing Tao,Other
Sint-Truiden,Belgium
Sintrense,Other
Siracusa,Other
Siroki Brijeg,Other
Sittingbourne FC,Other
Sivasspor,Turkey
Skellefteå AIK,Sweden
Skelmersdale,Other
Skoda Xanthi,Other
Skonto Riga,Other
Slask Wroclaw,Other
Slaven Belupo,Croatia
Slavia,Other
Slavia Prag,Other
Slavia Prague,Other
Slavia Sofia,Other
Sligo Rovers,Other
Slo. Bratislava,Other
Sloboda Tuzla,Other
Slovan Liberec,Other
Slovácko,Other
Smederevo,Serbia
Smena,Other
Smena Moskau,Other
Smena-Saturn,Other
Sobrado,Other
Sochi-04,Other
Sodovik,Other
Sogndal,Other
Sogndal IL,Norway
Sokol Saratov,Premier Liga
Solbiatese Arno Calcio,Other
Soligorsk,Other
Solihull Moors,Other
Sora,Other
Sorrento,Other
Sounders FC,Usa
South China,Other
South Melbourne,Other
Southampton FC,Premier League
Southend United,Premier League
Southport,Other
Soyuz-Gazprom,Other
Sp. Perpignan R,Other
Sp. Toulon Var,Other
Sp.-Chukotka,Other
SpVgg Ansbach,Other
SpVgg Greuther Fürth,1 Bundesliga
SpVgg Landshut,Other
SpVgg Marl,Other
SpVgg Neckarelz,Other
SpVgg Unterhaching,1 Bundesliga
Spakenburg,Other
Sparta Novara,Other
Sparta Praha,Other
Sparta R.,Other
Sparta Rotterdam,Eredivisie
Spartak 2,Other
Spartak I-F,Other
Spartak Moscow,Premier Liga
Spartak N. II,Other
Spartak Nalchik,Premier Liga
Spartak Nizhniy Novgorod,Other
Spartak Semey,Other
Spartak Shuya,Other
Spartak Tambov,Other
Spartak Trnava,Other
Spartak V-kavkaz,Other
Spartak Varna,Other
Spartak Vladikavkaz,Premier Liga
Spartak-Alania Vladikavkaz,Premier Liga
Spartaks,Other
Spezia Calcio,Serie A
Spfr. Siegen,Other
Spittal,Other
Sport Boys,Other
Sport Recife,Other
Sport. Cristal,Other
Sportacademclub,Other
Sporting CP,Liga Nos
Sporting Club de Toulon et du Var,Ligue 1
Sporting Gijón,Primera Division
Sporting Pombal,Other
Sporting Praia,Other
St-Denis St-Leu,Other
St-Étienne U19,Other
St. George Saints,Other
St. Johnstone,Other
St. Mirren,Other
St. Mirren FC U17,Other
St. Patricks,Other
St.Truiden Res.,Other
Stabia,Other
Stabæk Fotball,Norway
Stade Brest 29,Ligue 1
Stade Briochin,Other
Stade Laval,Other
Stade Lavallois,Other
Stade Montois,Other
Stade Poitevin,Other
Stade Reims,Ligue 1
Stade Rennais FC,Ligue 1
Stafford Rangers,Other
Staines Town FC,Other
Stal Mielec,Polonia
Standard Liège,Belgium
Standard Sumqayit,Other
Stariye Dorogi,Other
Start,Norway
Stationery Stores FC,Other
Stavropolje,Other
Steaua Bukarest,Other
Stella Club,Other
Stevenage,Other
Stirling,Scotland
Stockport,Other
Stoke City,Premier League
Stomil Olsztyn,Other
Storm,Other
Stormvogels,Other
Stourbridge,Other
Strømsgodset,Norway
Studentesc,Other
Sturm Graz,Austria
Stuttg. Kickers,Other
Suduva,Other
Sunderland AFC,Premier League
Sundowns,Other
SuperSport Utd.,Other
Surubim,Other
Sutjeska Niksic,Other
Sutton Utd,Other
Suwon Bluewings,Other
Svetotekhnika S,Other
Swansea City,Premier League
Swindon Town,Premier League
Sydney FC,Other
Sydney Olympic,Other
Sydney United,Other
Synot,Other
Syzran-2003,Other
São Bernardo-SP,Other
São Caetano,Other
São Carlos,Other
São Paulo,Brazil
Südtirol,Other
T. Royal Zulu,Other
TB Rowdies,Other
TJ Tianhai,Other
TJ Vitkovice,Other
TOP Oss,Other
TP Mazembe,Other
TPS,Other
TRASKO Moskau,Other
TSF Ditzingen,Other
TSG 1899 Hoffenheim,1 Bundesliga
TSG Hoffenheim,Other
TSV 1860 Munich,1 Bundesliga
TSV Mindelheim,Other
TVC ´39,Other
Tacuary FBC,Other
Tadamon Sour,Other
Talavera CF,Other
Tampa Bay,Usa
Tampere United,Other
Tamworth,Other
Tapajós-PA,Other
Taquaritinga-SP,Other
Taranto,Other
Taraz,Other
Tatran Presov,Other
TeBe Berlin,Other
Tekstilshchik Kamyshin,Premier Liga
Telford Utd,Other
Telstar,Other
Tempio,Other
Teramo,Other
Terek Grozny,Premier Liga
Ternana,Other
Ternana U.,Other
Terrassa FC,Other
Tervarit Oulu,Other
Thonon Évian,Other
